name,price,link,image
Acer Aspire 3 Slim Performance Laptop,"IDR8,499,000",https://store.acer.com/en-id/aspire-3-a314-23m-silver-nx-kexsn-009-mpk,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Swift 5 Aerospace Ultrathin Laptop,"IDR18,999,000",https://store.acer.com/en-id/swift-5-sf514-56t-mint-green-core-i5-nx-k0hsn-001,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Swift 3 Infinity 4 Ultrathin Laptop,"IDR18,009,000",https://store.acer.com/en-id/swift-3-infinity-4-sf314-511-ocean-blue-nx-atqsn-009,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Swift 3 Infinity 4 Ultrathin Laptop,"IDR15,649,000",https://store.acer.com/en-id/swift-3-infinity-4-sf314-511-silver-nx-abnsn-00d,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Aspire 5 Slim - Creator Edition Laptop,"IDR16,209,000",https://store.acer.com/en-id/aspire-5-a515-57g-grey-i5-nx-k9tsn-001,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Aspire Lite Special Edition Acer 25th Laptop,"IDR7,799,000",https://store.acer.com/en-id/aspire-lite-al14-51m-nx-ktwsn-001,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Aspire 5 Slim (12th Gen) Performance Laptop,"IDR12,489,000",https://store.acer.com/en-id/aspire-5-a514-55-red-i5-nx-k5ksn-001,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Aspire 5 Slim (12th Gen) Performance Laptop,"IDR11,499,000",https://store.acer.com/en-id/aspire-5-a514-55g-grey-i5-nx-k5fsn-001,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Aspire 5 Slim (12th Gen) Performance Laptop,"IDR14,729,000",https://store.acer.com/en-id/aspire-5-a514-55-grey-i7-nx-k5bsn-002,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
[Demo Unit] Acer Spin 3 Active Convertible Laptop,"IDR9,999,000",https://store.acer.com/en-id/spin-3-active-sp313-51n-nx-a9vsn-001-ex-demo,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Swift X 14 AI On The Go Creator Laptop,"IDR29,999,000",https://store.acer.com/en-id/swift-x-14-ai-sfx14-72g-nx-kr8sn-001,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Aspire 5 Spin 14 Convertible Laptop (with Exclusive One Piece Cover Art),"IDR16,649,000",https://store.acer.com/en-id/aspire-5-spin-14-a5sp14-51mtn-one-piece-art-un-khksd-001,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
Acer Swift Go 14 AI On The Go Laptop (Intel Evo Edition),"IDR16,999,000",https://store.acer.com/en-id/swift-go-14-ai-sfg14-73-nx-ku7sn-007,https://static-ecapac.acer.com/static/version1747795038/frontend/Magento/base/default/Magefan_LazyLoad/images/pixel.jpg
